HAUPTNR,TITEL,JAHR,URL,NAMIDENT,AUSST_DATUM,AUSST_ORT,AUSST_TITEL
10384498,"Am Fuss des Petit Salève",1891,http://server1102.cs.technik.fhnw.ch/bilder/80321CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005802,"Der Netzflicker",1883,http://server1102.cs.technik.fhnw.ch/bilder/043562E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
10396581,"Rückzug von Marignano",1897,http://server1102.cs.technik.fhnw.ch/bilder/80951CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6007711,"Sterbender Krieger",1897,http://server1102.cs.technik.fhnw.ch/bilder/062375E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
10396052,"Der Holzfäller",1910,http://server1102.cs.technik.fhnw.ch/bilder/80948CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
9839134,"Blick ins Unendliche, Einzelfigur",1914,http://server1102.cs.technik.fhnw.ch/bilder/078689E3.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
9717619,"Am Fuss des Salève",1888,http://server1102.cs.technik.fhnw.ch/bilder/77231DS1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6006417,"Bildnis Louise Delphine Duchosal (Mädchen mit der Narzisse)",1885,http://server1102.cs.technik.fhnw.ch/bilder/025554E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004983,"Genfersee mit Mont-Blanc am frühen Morgen (März)",1918,http://server1102.cs.technik.fhnw.ch/bilder/4092E2.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005014,"Landschaft am Genfersee",1906,http://server1102.cs.technik.fhnw.ch/bilder/9280CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004818,"Das Jungfraumassiv von Mürren aus",1911,http://server1102.cs.technik.fhnw.ch/bilder/9918CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005083,"Die Arve am Bois de la Bâtie",1880,http://server1102.cs.technik.fhnw.ch/bilder/15087CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004988,"Genfersee mit Savoyer Alpen",1911,http://server1102.cs.technik.fhnw.ch/bilder/9167CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005440,"Die goldene Aue",1890,http://server1102.cs.technik.fhnw.ch/bilder/27200DS1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004733,"Die Aare bei Solothurn",,http://server1102.cs.technik.fhnw.ch/bilder/007822E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005118,"Montanalandschaft mit Becs de Bosson und Vallon de Réchy",1915,http://server1102.cs.technik.fhnw.ch/bilder/9231CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6006400,"Bildnis Berthe Jacques",1894,http://server1102.cs.technik.fhnw.ch/bilder/15497CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6007859,"Die Empfindung",1911,http://server1102.cs.technik.fhnw.ch/bilder/011047E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6008346,"Die Lebensmüden",1892,http://server1102.cs.technik.fhnw.ch/bilder/8720E2.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005611,Selbstbildnis,1914,http://server1102.cs.technik.fhnw.ch/bilder/1526CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005680,Selbstbildnis,1879,http://server1102.cs.technik.fhnw.ch/bilder/27191DS1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005741,"Der Mäher",1878,http://server1102.cs.technik.fhnw.ch/bilder/007820E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6006302,"Bildnis der kranken Valentine Godé-Darel",1914,http://server1102.cs.technik.fhnw.ch/bilder/41533E2.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005074,"Das Gebet in der Kathedrale Saint-Pierre",1882,http://server1102.cs.technik.fhnw.ch/bilder/033830E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6008336,"Frau am Fenster",1892,http://server1102.cs.technik.fhnw.ch/bilder/30122CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005102,"Landschaft an der Jonction",1878,http://server1102.cs.technik.fhnw.ch/bilder/51250CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6008157,"Der Frühling",1910,http://server1102.cs.technik.fhnw.ch/bilder/017772E2.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004804,"Der Mönch mit Wolken",1911,http://server1102.cs.technik.fhnw.ch/bilder/001614E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004989,"Am Genfersee (Landschaftlicher Formenrhythmus)",1908,http://server1102.cs.technik.fhnw.ch/bilder/009175CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6006521,"Bildnis Gertrud Müller",1911,http://server1102.cs.technik.fhnw.ch/bilder/062373E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005372,"Blick ins Unendliche",1904,http://server1102.cs.technik.fhnw.ch/bilder/72801CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005092,Samoëns,1882,http://server1102.cs.technik.fhnw.ch/bilder/035669E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
9893572,"Am Rhoneufer",1891,http://server1102.cs.technik.fhnw.ch/bilder/079119CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
9839100,"Blick ins Unendliche, Einzelfigur",1915,http://server1102.cs.technik.fhnw.ch/bilder/078690E3.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
9634253,"Der Grammont",1906,http://server1102.cs.technik.fhnw.ch/bilder/075600E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
10358477,"Der Grand Muveran",1912,http://server1102.cs.technik.fhnw.ch/bilder/80528CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005037,"Genfersee mit Jura",1911,http://server1102.cs.technik.fhnw.ch/bilder/031827E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
10396364,"Auszug der deutschen Studenten in den Freiheitskrieg von 1813, Einzelfigur",1908,http://server1102.cs.technik.fhnw.ch/bilder/80952CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6008493,"Lied in der Ferne",1906,http://server1102.cs.technik.fhnw.ch/bilder/4003CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005123,"Blick von Montana gegen Tour Noir, Aiguilles d'Argentière und Chardonnet",1915,http://server1102.cs.technik.fhnw.ch/bilder/009255E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6006496,"Uhrmacherwerkstatt in Madrid",1878,http://server1102.cs.technik.fhnw.ch/bilder/044694E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004953,"Thuner- und Brienzersee mit Freiburgerstier",1888,http://server1102.cs.technik.fhnw.ch/bilder/59995CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005266,"Waldbach bei Reichenbach",1902,http://server1102.cs.technik.fhnw.ch/bilder/13449E2.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004982,"Genfersee von Chexbres aus",1898,http://server1102.cs.technik.fhnw.ch/bilder/3942DS1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005050,"Weidenbaum am Genfersee",1891,http://server1102.cs.technik.fhnw.ch/bilder/043564E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005270,"Bergbach bei Beatenberg",1910,http://server1102.cs.technik.fhnw.ch/bilder/28763CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005167,"Landschaft im Tessin",1893,http://server1102.cs.technik.fhnw.ch/bilder/067042E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6006089,"Bildnis Georges Navazza",1916,http://server1102.cs.technik.fhnw.ch/bilder/007107E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005006,"Genfersee mit Mont-Blanc am frühen Morgen (November)",1917,http://server1102.cs.technik.fhnw.ch/bilder/9265E2.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004999,"Genfersee mit Mont-Blanc am Nachmittag (März)",1918,http://server1102.cs.technik.fhnw.ch/bilder/9260E2.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
9870138,"Landschaft bei Madrid",1878,http://server1102.cs.technik.fhnw.ch/bilder/078828E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
10279895,"Die Mühle von Sous-Terre bei Genf",,http://server1102.cs.technik.fhnw.ch/bilder/80059CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004775,"Die Niesen-Kette von Reichenbach aus",1902,http://server1102.cs.technik.fhnw.ch/bilder/031457E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6007054,"Einmütigkeit, Redner",1913,http://server1102.cs.technik.fhnw.ch/bilder/43566E2.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004850,"Thunersee mit Stockhornkette am Abend",1910,http://server1102.cs.technik.fhnw.ch/bilder/058847E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6008482,"Der Tag, Fragment",1899,http://server1102.cs.technik.fhnw.ch/bilder/66783DS1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
10396017,"Die Empfindung",1901,http://server1102.cs.technik.fhnw.ch/bilder/80947CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005036,"Der Genfersee von St-Prex aus",1901,http://server1102.cs.technik.fhnw.ch/bilder/031459E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6004837,"Thunersee mit Stockhornkette",1910,http://server1102.cs.technik.fhnw.ch/bilder/9181CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005423,"Tanne bei Chamby",1905,http://server1102.cs.technik.fhnw.ch/bilder/9272E2.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
10367341,"Weib in Blumen",1904,http://server1102.cs.technik.fhnw.ch/bilder/80545CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6006390,Näherin,1885,http://server1102.cs.technik.fhnw.ch/bilder/008729E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
10259109,"Die Nacht",1889,http://server1102.cs.technik.fhnw.ch/bilder/23111D1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005427,"Landschaft im Tessin",1893,http://server1102.cs.technik.fhnw.ch/bilder/13291E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
10396068,"Thunersee mit Stockhornkette",1910,http://server1102.cs.technik.fhnw.ch/bilder/80949CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005122,"Die Dents du Midi von Champéry aus",1916,http://server1102.cs.technik.fhnw.ch/bilder/9254CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6008726,"Die Quelle",1904,http://server1102.cs.technik.fhnw.ch/bilder/040454E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
9634389,"Der Pfarrer",1882,http://server1102.cs.technik.fhnw.ch/bilder/075602E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
10318118,"Bildnis eines Unbekannten",1884,http://server1102.cs.technik.fhnw.ch/bilder/80285CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
9905760,"Bildnis Madame de R.",1893,http://server1102.cs.technik.fhnw.ch/bilder/079253CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005093,"Am Fuss des Petit Salève",1890,http://server1102.cs.technik.fhnw.ch/bilder/040458E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6006404,"Bildnis Letizia Raviola",1916,http://server1102.cs.technik.fhnw.ch/bilder/018081E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6008386,"Der Holzfäller",1910,http://server1102.cs.technik.fhnw.ch/bilder/040451E1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6006274,"Bildnis Valentine Godé-Darel",1913,http://server1102.cs.technik.fhnw.ch/bilder/1917CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
9905723,"Der Stier",1885,http://server1102.cs.technik.fhnw.ch/bilder/079237CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
9905314,"Am Ufer der Maggia am Abend",1893,http://server1102.cs.technik.fhnw.ch/bilder/079240CE1.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6005175,"Landschaft bei Madrid",1878,http://server1102.cs.technik.fhnw.ch/bilder/043563E4.jpg,"Hodler, Ferdinand",24.10.1999-3.1.2000,Wuppertal,"Ferdinand Hodler"
6008014,"Die Dents du Midi von Caux aus",1917,http://server1102.cs.technik.fhnw.ch/bilder/073491E1.jpg,"Hodler, Ferdinand",1.11.1996-8.12.1996,Takamatsu,"Symbolisme en Europe"
6008346,"Die Lebensmüden",1892,http://server1102.cs.technik.fhnw.ch/bilder/8720E2.jpg,"Hodler, Ferdinand",1.11.1996-8.12.1996,Takamatsu,"Symbolisme en Europe"
6008157,"Der Frühling",1910,http://server1102.cs.technik.fhnw.ch/bilder/017772E2.jpg,"Hodler, Ferdinand",1.11.1996-8.12.1996,Takamatsu,"Symbolisme en Europe"
6004848,"Thunersee mit Stockhornkette",1904,http://server1102.cs.technik.fhnw.ch/bilder/51248DS1.jpg,"Hodler, Ferdinand",1.11.1996-8.12.1996,Takamatsu,"Symbolisme en Europe"
6008386,"Der Holzfäller",1910,http://server1102.cs.technik.fhnw.ch/bilder/040451E1.jpg,"Hodler, Ferdinand",1.11.1996-8.12.1996,Takamatsu,"Symbolisme en Europe"
6005423,"Tanne bei Chamby",1905,http://server1102.cs.technik.fhnw.ch/bilder/9272E2.jpg,"Hodler, Ferdinand",21.11.1998-5.4.1999,Riehen,"Magie der Bäume"
6008386,"Der Holzfäller",1910,http://server1102.cs.technik.fhnw.ch/bilder/040451E1.jpg,"Hodler, Ferdinand",21.11.1998-5.4.1999,Riehen,"Magie der Bäume"
6005054,"Der Genfersee von Chexbres aus",1905,http://server1102.cs.technik.fhnw.ch/bilder/051151CE1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
10820400,"Der Grand Muveran",1912,http://server1102.cs.technik.fhnw.ch/bilder/83374DS1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6004818,"Das Jungfraumassiv von Mürren aus",1911,http://server1102.cs.technik.fhnw.ch/bilder/9918CE1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6005065,"Genfersee mit Savoyer Alpen",1911,http://server1102.cs.technik.fhnw.ch/bilder/70087E1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6004947,"Blick auf den Thunersee, Stockhorn, Wimmisfluh und Niesen",1884,http://server1102.cs.technik.fhnw.ch/bilder/43830C1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6006496,"Uhrmacherwerkstatt in Madrid",1878,http://server1102.cs.technik.fhnw.ch/bilder/044694E1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
10480057,"Weib und Blumen (Das Lied)",1909,http://server1102.cs.technik.fhnw.ch/bilder/80484D1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6004837,"Thunersee mit Stockhornkette",1910,http://server1102.cs.technik.fhnw.ch/bilder/9181CE1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6008386,"Der Holzfäller",1910,http://server1102.cs.technik.fhnw.ch/bilder/040451E1.jpg,"Hodler, Ferdinand",4.5.1913-30.9.1913,Mannheim,"Ausstellung des Deutschen Künstlerbundes 1913"
6011121,Winterlandschaft,1904,http://server1102.cs.technik.fhnw.ch/bilder/19377DS1.jpg,"Amiet, Cuno",21.11.1998-5.4.1999,Riehen,"Magie der Bäume"
6010845,Apfelbaum,1907,http://server1102.cs.technik.fhnw.ch/bilder/29938CE1.jpg,"Amiet, Cuno",21.11.1998-5.4.1999,Riehen,"Magie der Bäume"
